New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
34	1	REV_P45481	 	 	 	reversed	0.8	2441	265491	REVERSED.	3	3	1.000	2	1	0	0	2	1	0	0	2.000	1.000	0.000	0.000	2	44742.749024	59664.833985	45587.378907	49705.675781	53788.363281	49040.239258	51938.933594	55043.25293	34463.029297	43636.201172	1	15677.173828	16294.390625	12287.094727	14281.271484	10092.706055	13652.463867	10019.839844	11849.288086	9373.12207	9967.063477	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	1	REV_P49025	 	 	REV_P49025, sp|Q9Z2I0|LETM1_MOUSE	reversed	0.9	2055	235387	REVERSED.	6	2	0.333	1	1	2	2	0	0	1	1	0.000	0.000	1.036	1.034	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	80357.109375	79307.195312	60154.972656	60686.835938	51181.921875	75057.984375	82576.585938	37855.753906	75559.671875	45549.214844	1	86400.429688	82274.320312	96181.460938	84649.195312	96603.289062	60527.285156	82361.75	72778.273438	101679.945313	76618.054688
36	1	REV_Q05860	 	 	REV_Q05860, sp|Q3ULJ0|GPD1L_MOUSE	reversed	1.2	1466	163579	REVERSED.	6	1	0.167	2	2	1	1	0	1	0	0	0.000	1.067	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1396.973633	1465.50708	1621.066528	1975.668701	1113.676147	42405.628906	2564.73999	4549.913086	2469.371338	6132.352539	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	1	REV_Q2KHK6	 	 	 	reversed	9.0	480	53951	REVERSED.	3	3	1.000	0	1	2	0	0	1	2	0	0.000	1.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4644.919434	4229.525391	4163.900879	4501.989746	3993.428467	4075.946289	3840.829834	7577.76123	1506.297119	3107.097656	2	9113.893067	8497.288086	7711.019531	6503.722657	8089.274047	7625.537354	7029.289185	6510.226807	8103.583496	7865.680664	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1	REV_Q3U487	 	 	 	reversed	2.7	861	97346	REVERSED.	5	5	1.000	1	1	1	2	1	1	1	2	1.000	1.000	1.000	2.000	1	94062.65625	90106.257812	94714.09375	95946.0	88717.640625	95642.171875	81205.335938	99759.773438	81460.679688	51289.410156	1	75195.304688	51369.09375	66542.507812	61575.824219	51839.316406	59447.03125	52742.058594	84394.179688	47385.363281	68895.007812	1	81997.890625	73326.070312	67128.695312	50145.335938	60182.542969	68425.054688	98294.15625	45065.3125	96171.226562	69116.492188	2	147742.765625	101047.6875	90148.242187	98996.304688	117487.412109	156117.121094	95393.296875	104476.207031	98221.660156	149752.894531
39	1	REV_Q3UKU1	 	 	 	reversed	3.0	639	72124	REVERSED.	5	5	1.000	2	0	1	2	2	0	1	2	2.000	0.000	1.000	2.000	2	425459.838867	168708.608398	373525.889648	144259.100586	233090.400879	194640.09668	227524.955078	201762.620117	167373.141113	91739.557618	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	18426.228516	17940.849609	16193.680664	6937.02832	13743.791992	13402.506836	13080.936523	15195.863281	16482.904297	14823.321289	2	362788.609375	271147.570313	221644.164062	359755.125	301884.28125	273985.609375	269554.65625	483392.921875	306714.859375	263758.742188
40	1	REV_Q4FZC9	 	 	 	reversed	2.7	975	112034	REVERSED.	3	3	1.000	2	1	0	0	2	1	0	0	2.000	1.000	0.000	0.000	2	23182.069336	17150.176758	22886.41919	36784.195801	28008.410645	38208.820557	56763.947998	35932.213867	57430.977783	22280.588623	1	103822.007813	74487.109375	60900.40625	76950.40625	50277.847656	55853.277344	29685.109375	57634.691406	30393.029297	42757.753906	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	1	REV_Q56A04	 	 	 	reversed	4.0	373	41082	REVERSED.	4	4	1.000	1	1	2	0	1	1	2	0	1.000	1.000	2.000	0.000	1	24120.513672	25135.451172	21791.835938	24365.464844	26720.556641	21719.908203	26040.107422	19532.380859	20494.011719	18272.923828	1	10120.106445	10904.953125	11072.837891	9170.338867	7780.708496	10402.782227	5849.293457	9683.44043	9773.113281	7518.673828	2	82490.918945	81741.335937	60136.734376	72337.347656	75874.538086	70591.242187	72814.823242	76293.293457	66390.367188	67066.555664	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	1	REV_Q5H8C4	 	 	 	reversed	0.8	3166	359396	REVERSED.	3	3	1.000	1	2	0	0	1	2	0	0	1.000	2.000	0.000	0.000	1	43225.804688	28198.214844	36924.699219	43686.789062	56993.425781	40211.59375	42887.867188	35904.300781	33108.089844	40138.429688	2	82467.445312	57291.765625	82331.429688	55797.394531	71359.851562	72765.195312	48813.164062	71659.609375	101067.710938	66329.148438	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	1	REV_Q5PR68	 	 	 	reversed	2.7	954	112674	REVERSED.	4	4	1.000	1	2	1	0	1	2	1	0	1.000	2.000	1.000	0.000	1	3330.175537	3577.724121	1904.291992	2349.568604	3735.641846	12898.459961	4652.02002	13407.600586	37365.242188	3450.234863	2	156512.511719	180342.388672	100008.587891	154646.923828	86273.753906	136662.678711	193217.625	128090.015625	43337.917968	54905.099854	1	25543.412109	6119.452148	14150.757812	6041.120117	26120.371094	10052.108398	6797.665527	4368.762207	24631.78125	3087.145996	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	1	REV_Q5SSE9	 	 	 	reversed	0.4	5034	568891	REVERSED.	2	2	1.000	2	0	0	0	2	0	0	0	2.000	0.000	0.000	0.000	2	56726.592285	59548.306213	36614.431396	56677.601929	75870.094848	69337.443604	107507.027222	60120.361207	57180.264771	46110.63684	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	1	REV_Q5SSF7	 	 	 	reversed	2.0	391	44796	REVERSED.	9	9	1.000	1	2	1	5	1	2	1	5	1.000	2.000	1.000	5.000	1	24692.376953	9464.003906	4809.530762	10515.392578	11448.234375	11341.076172	9166.546875	10176.505859	14351.607422	13691.514648	2	80939.832031	96300.896484	102890.734375	138930.570312	110762.71875	108577.316406	124923.785156	58031.796875	108189.886719	136883.054687	1	47385.285156	51785.804688	31250.394531	21055.640625	44484.667969	49010.078125	62200.390625	21369.607422	38223.28125	23162.921875	5	377870.746094	449657.244141	477863.411133	353642.432617	543916.982421	337888.267579	416189.462891	624265.625	461227.941406	376631.84668
46	1	REV_Q61663	 	 	 	reversed	8.8	284	30360	REVERSED.	4	4	1.000	2	0	1	1	2	0	1	1	2.000	0.000	1.000	1.000	2	36811.48169	14984.056397	15383.090332	19871.609863	35317.247558	24390.132324	32873.72998	23531.815918	17849.057373	10879.73584	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	15299.353516	26327.867188	26385.367188	3361.81665	21926.361328	17906.1875	22065.244141	2423.035889	13850.935547	7625.99707	1	9459.170898	12646.583984	10356.013672	11197.671875	16189.387695	6406.891113	13264.009766	23878.347656	20657.523438	8536.993164
47	1	REV_Q61687	 	 	REV_Q61687, sp|Q9CQW1|YKT6_MOUSE	reversed	0.7	2476	278584	REVERSED.	7	1	0.143	2	1	3	1	1	0	0	0	1.143	0.000	0.000	0.000	1	139989.234375	94756.15625	224715.0	166151.21875	199178.390625	186237.859375	131950.953125	173922.59375	201329.96875	33756.15625	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	1	REV_Q61733	 	 	 	reversed	7.6	384	43880	REVERSED.	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9767.410156	9806.433594	10901.949219	11716.825195	12607.870117	11630.693359	9491.258789	17391.216797	11590.738281	10533.530273
49	1	REV_Q6A078	 	 	REV_Q6A078, sp|P38647|GRP75_MOUSE	reversed	1.2	2472	289074	REVERSED.	16	11	0.688	6	3	5	2	4	2	4	1	4.087	2.027	4.048	1.013	4	2605215.09375	1124053.59375	465704.175782	825402.406251	802958.132813	1448943.69531	1697391.42188	1867329.42969	2599267.98438	2115033.10156	2	628876.015625	687706.328125	905131.40625	815580.8125	762253.65625	920842.9375	1142813.78125	749373.0625	675230.96875	949752.0625	4	1126427.20312	1242646.84375	618314.328125	423976.019531	877294.179688	1160147.76562	1085881.54688	686462.621094	1290239.32031	696309.511719	1	52258.714844	45856.503906	62837.519531	41836.644531	39006.605469	56145.695312	42359.160156	42862.421875	46845.628906	57375.0
50	1	REV_Q6P4S6	 	 	 	reversed	2.4	1311	145782	REVERSED.	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	42160.316041	29685.202026	27620.40625	32174.041504	32742.193359	37719.397949	28832.255859	27749.558594	37448.675049	43784.291992
51	1	REV_Q6P5H2	 	 	 	reversed	1.5	1864	207122	REVERSED.	2	2	1.000	0	0	2	0	0	0	2	0	0.000	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	35397.015625	23362.740234	34279.375	40353.871094	35546.9375	34784.203125	34162.15625	39519.066406	37265.800781	51758.878906	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	1	REV_Q6PDI5	 	 	 	reversed	1.2	1840	203701	REVERSED.	6	6	1.000	2	3	1	0	2	3	1	0	2.000	3.000	1.000	0.000	2	46117.466797	174457.96582	35328.054687	59985.013672	51763.865234	67355.391602	85618.591797	69629.070313	121825.125	89274.753906	3	18378.18509	21125.62732	26067.158082	25191.488403	20543.468261	29943.319092	26950.425659	14220.746582	24829.312866	30264.722168	1	6820.60498	5738.959473	5186.858398	3479.904053	7872.572266	8696.323242	6810.782227	4279.640137	7544.196289	6425.825195	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	1	REV_Q6URW6	 	 	 	reversed	2.8	2000	228583	REVERSED.	3	2	0.667	0	0	1	2	0	0	1	1	0.000	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	5971.104004	4458.670898	8491.943359	2941.515381	10672.573242	7483.64209	4847.028809	2702.040527	6303.716797	5652.199707	1	78515.328125	88468.09375	102254.882813	53004.011719	107814.476563	96367.90625	86796.585938	44114.589844	154230.875	100258.515625
54	1	REV_Q6VGS5	 	 	 	reversed	1.9	2009	226532	REVERSED.	7	7	1.000	1	1	2	3	1	1	2	3	1.000	1.000	2.000	3.000	1	16453.037109	15727.145508	21911.214844	15393.925781	17130.632812	23463.457031	20590.517578	22213.369141	31359.591797	6851.207031	1	426350.3125	290301.0625	264040.53125	138013.296875	204049.625	426970.65625	96270.382812	203292.796875	127132.835938	335072.53125	2	55548.230469	78049.285157	65880.90039	27409.720703	58695.02539	62511.447265	51987.490234	28460.537109	50502.837891	33620.476563	3	61601.343749	66513.776124	65710.914551	71633.220703	71675.025391	55969.215332	69007.528809	107478.816406	98598.979492	71099.359375
55	1	REV_Q6VNB8	 	 	 	reversed	0.7	3508	392333	REVERSED.	2	2	1.000	2	0	0	0	2	0	0	0	2.000	0.000	0.000	0.000	2	29742.753906	22420.085205	18578.583985	26933.668457	42605.036133	24386.433106	26937.644531	28885.859375	17173.501953	40020.114258	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	1	REV_Q70FJ1	 	 	 	reversed	1.1	3797	435986	REVERSED.	4	4	1.000	2	2	0	0	2	2	0	0	2.000	2.000	0.000	0.000	2	9189.850586	16322.634766	10080.198242	11087.598633	11823.618164	9660.358398	17959.271484	9750.774414	18662.822266	10280.541016	2	51382.87207	42984.236328	45022.892578	56393.160156	37895.095704	46733.398438	53865.727539	48890.570312	44682.171876	59713.267578	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1	REV_Q7TMI3	 	 	 	reversed	3.2	803	90105	REVERSED.	4	4	1.000	0	1	2	1	0	1	2	1	0.000	1.000	2.000	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	83382.09375	38923.175781	29854.546875	29355.552734	20810.779297	44832.046875	7669.77002	25883.453125	7328.79541	23319.796875	2	77141.873047	47231.8125	72094.923828	24469.569336	54653.271485	60357.154297	57722.732422	243770.503906	73600.917969	98394.810547	1	14453.630859	12191.331055	13188.383789	13563.395508	16205.237305	17105.703125	12332.672852	12693.483398	18925.009766	8491.1875
58	1	REV_Q810S2	 	 	 	reversed	14.3	196	22381	REVERSED.	6	6	1.000	0	3	2	1	0	3	2	1	0.000	3.000	2.000	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	19050.136596	14189.411377	20483.154541	17444.548889	19901.817627	38699.193848	15761.330566	13925.311706	22973.268067	29622.030884	2	7043.264038	3605.435547	6577.523803	8414.304688	3228.864014	15611.360107	9618.418213	8733.88208	9449.949341	11789.807129	1	2185.074463	1398.948608	2130.18042	1776.512573	2052.661621	1807.17627	1791.977173	1578.192505	1362.780762	1713.687622
59	1	REV_Q8BH57	 	 	 	reversed	4.1	676	76006	REVERSED.	2	2	1.000	0	0	2	0	0	0	2	0	0.000	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9435.127442	6296.890137	10521.357422	4992.026306	7292.618165	11906.609864	5036.233642	16034.825439	8661.055419	7641.740723	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	1	REV_Q8BYY4	 	 	 	reversed	3.7	617	70292	REVERSED.	5	5	1.000	1	1	2	1	1	1	2	1	1.000	1.000	2.000	1.000	1	11468.623047	7711.331543	10816.303711	4551.046387	6559.645508	4341.358887	6239.686523	5680.063965	6978.40332	3891.409668	1	24838.080078	25651.869141	22416.082031	21229.470703	17948.269531	22653.675781	14954.353516	24794.015625	13735.169922	19224.730469	2	38034.513672	24733.293945	55460.712403	21508.342774	43848.998047	25721.574707	33139.613281	30338.474609	34514.32959	31617.799316	1	8356.68457	4992.763672	6527.79834	9107.237305	5097.035645	6109.186523	5801.691895	10267.136719	6643.730957	7220.710449
61	1	REV_Q8C863	 	 	 	reversed	4.5	864	98992	REVERSED.	2	2	1.000	0	0	2	0	0	0	2	0	0.000	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	51566.088624	102636.38086	55158.609863	28798.939697	56192.050049	56803.397949	78361.052246	16057.358399	67469.043213	65602.133789	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	1	REV_Q8CGM2	 	 	 	reversed	2.1	1859	199683	REVERSED.	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9116.562989	8217.355347	11115.946045	8757.446289	7632.569702	7809.602661	6613.4245	10636.732422	10029.917481	10175.377686
63	1	REV_Q8CJ40	 	 	REV_Q8CJ40, sp|P08032|SPTA1_MOUSE	reversed	0.9	2009	226942	REVERSED.	7	3	0.429	2	2	2	1	1	1	1	0	1.016	1.013	1.012	0.000	1	69932.289062	74247.015625	43663.90625	68485.335938	101089.609375	82585.28125	117741.273438	78079.359375	82407.921875	39062.453125	1	55107.996094	30061.177734	34791.554688	36542.65625	30318.673828	35213.796875	38362.957031	35076.964844	26493.660156	31695.302734	1	86258.03125	88531.171875	62682.441406	81277.648438	81893.023438	83548.140625	72327.21875	47352.472656	77985.273438	66428.109375	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	1	REV_Q8K3J1	 	 	 	reversed	9.9	212	24038	REVERSED.	3	3	1.000	0	1	2	0	0	1	2	0	0.000	1.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	59076.800781	41529.269531	47636.242188	39641.683594	40374.699219	38564.851562	52063.335938	45970.921875	21613.414062	62554.199219	2	47984.917969	38550.808594	53135.671875	26925.986328	54884.515625	40793.777344	53642.3125	17798.804688	45154.316406	21692.158203	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	1	REV_Q8R1S4	 	 	 	reversed	4.5	759	82407	REVERSED.	3	3	1.000	0	1	2	0	0	1	2	0	0.000	1.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	808.00293	1183.025269	1129.509766	854.817688	837.462952	1421.588013	465.754272	916.088501	50.0	2233.82251	2	1088.408813	50.0	442.474335	50.0	1143.684692	798.576965	1189.942261	50.0	1297.415649	995.297668	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	1	REV_Q8VBT6	 	 	 	reversed	3.5	942	102704	REVERSED.	5	5	1.000	2	2	1	0	2	2	1	0	2.000	2.000	1.000	0.000	2	2535.726074	4877.151367	7145.683105	4366.823242	3862.335205	8084.268555	8648.571289	8595.836914	11517.249023	3546.374268	2	62931.957032	74236.828124	49273.556641	115911.835938	38840.4375	37210.818359	30394.871094	12560.645996	32195.939454	26864.570312	1	77226.125	81385.664062	33758.96875	29741.933594	30306.960938	71502.554688	79929.65625	20972.9375	63684.5	13942.93457	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	1	REV_Q8VD65	 	 	REV_Q8VD65, sp|P42225|STAT1_MOUSE	reversed	1.5	1358	152597	REVERSED.	11	7	0.636	1	4	3	3	0	3	2	2	0.000	3.111	2.077	2.083	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	84313.354126	58021.232726	67858.069153	98426.97229	55148.218017	62302.5177	55179.706483	99627.148438	26443.127564	67740.752076	2	67969.016113	64659.020142	55215.310059	28012.763061	46195.768799	43328.151734	59406.493286	29482.865113	54340.058594	33179.253326	2	39705.865601	52050.96698	66518.707519	49971.146362	58349.981201	31070.997437	44168.732666	50782.68872	45159.438843	44054.164062
68	1	REV_Q8VDP4	 	 	 	reversed	5.1	922	103001	REVERSED.	2	2	1.000	0	2	0	0	0	2	0	0	0.000	2.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9512.666016	4302.653809	9132.382812	11124.529297	7719.378418	8658.669922	7590.249512	6484.652344	7585.620117	17260.974609	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	1	REV_Q91XQ0	 	 	 	reversed	0.7	4731	541232	REVERSED.	7	7	1.000	2	1	1	3	2	1	1	3	2.000	1.000	1.000	3.000	2	85829.542969	54998.595703	58629.084961	101262.003906	74216.386719	85569.9375	112423.582031	76708.955078	146524.019532	60460.773682	1	27360.3125	67586.210938	18755.0	35971.167969	17270.580078	29706.568359	2276.574951	19582.169922	4610.299316	2732.641357	1	35422.519531	27588.410156	27854.693359	4692.916504	22153.03125	33119.933594	16405.873047	54945.433594	31893.974609	33596.019531	3	73651.614258	62186.392579	56701.83612	95085.833984	56529.784668	67601.564453	57388.535156	48996.740235	84706.823485	64826.99347
70	1	REV_Q91ZI0	 	 	 	reversed	1.0	3301	358474	REVERSED.	3	3	1.000	1	2	0	0	1	2	0	0	1.000	2.000	0.000	0.000	1	3504.862305	11669.537109	5600.492676	3748.443359	4203.865234	7440.335449	7632.107422	7623.158203	10953.801758	5245.206543	2	12528.16211	11611.405762	9028.193848	14626.878418	8979.399414	10098.496093	8307.801514	4632.159057	7325.0979	9988.355957	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	1	REV_Q91ZU6	 	 	REV_Q91ZU6, sp|P42227|STAT3_MOUSE	reversed	0.2	7393	834208	REVERSED.	5	1	0.200	1	1	1	2	0	0	0	1	0.000	0.000	0.000	1.071	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	99458.945312	77507.226562	79664.460938	78557.65625	81145.65625	88287.984375	69455.703125	97577.414062	81178.898438	82186.1875
72	1	REV_Q921U8	 	 	 	reversed	2.7	923	100288	REVERSED.	2	2	1.000	0	0	2	0	0	0	2	0	0.000	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	108680.996094	92440.839844	71807.647461	118448.669434	61303.52832	106952.002441	86874.534179	116997.067383	92583.647949	91063.658203	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	1	REV_Q99104	 	 	 	reversed	0.7	1853	215536	REVERSED.	2	2	1.000	0	2	0	0	0	2	0	0	0.000	2.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	134143.773437	112136.257812	149237.921875	273216.685547	124793.802735	73539.820312	192960.277344	83858.447265	175390.484375	184556.273437	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	1	REV_Q9DBB4	 	 	 	reversed	2.5	864	101283	REVERSED.	3	3	1.000	2	0	0	1	2	0	0	1	2.000	0.000	0.000	1.000	2	78749.695312	54226.210937	82278.216797	50863.541992	58853.697265	60437.742187	50063.367188	60492.064453	58508.237305	62673.111328	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	54737.964844	39710.796875	30649.714844	36912.675781	41946.210938	62575.199219	36097.476562	50861.554688	32800.796875	54343.972656
